row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
985,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.463,0.075,0.194,0.09,0.501,0.173,0.273,0.016,0.005,0.862,0.108,0,0.078140455,0.321463897,0.339268051,0.261127596,9,13,0.288,0.186,0.11,0.058,0.254,0.225,11,,18.47,1009,1120,a
986,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.451,0.034,0.325,0.136,0.475,0.283,0.099,0.451,0.029,0.474,0.012,0.025,0.303951368,0.288753799,0.225937183,0.181357649,19,7,0.319,0.155,0.087,0.063,,0.291,12,,27.93,3149,2379,a
989,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.486,0.075,0.131,0.048,0.506,0.203,0.186,0.037,0.015,0.939,0.013,0.008,0.110127827,0.468043265,0.269419862,0.152409046,9,12,0.327,0.296,0.108,0.082,0.173,0.306,12,2.24,19.26,2429,2239,b
990,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.556,0.042,0.134,0.072,0.493,0.223,0.199,0.015,0.013,0.968,0,0.002,0.093906094,0.430569431,0.30969031,0.165834166,10,8,0.31,0.134,0.087,0.043,0.2,0.233,12,,,2449,3690,a
991,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.399,0.099,0.211,0.068,0.505,0.231,0.185,0.02,0.035,0.942,0,0,0.196984925,0.463316583,0.225125628,0.114572864,8,14,0.329,,0.116,0.058,,0.334,15,,31.33,8590,2079,b
993,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.454,0.049,0.244,0.041,0.512,0.237,0.149,0.037,0.241,0.7,0.01,0,0.147738693,0.4,0.318592965,0.133668342,14,10,0.33,0.329,0.118,0.115,0.13,0.336,11,5.1,24.12,2889,3630,a
994,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.442,0.075,0.18,0.039,0.504,0.244,0.149,0.034,0.139,0.802,0.006,0.016,0.148335015,0.403632694,0.249243189,0.198789102,12,10,0.337,0.334,0.127,0.105,0.095,0.363,14,4.6,18.71,2010,1530,a
996,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.524,0.058,0.154,0.034,0.517,0.225,0.197,0.061,0.011,0.921,0.012,0.001,0.113207547,0.411122145,0.323733863,0.151936445,11,12,0.316,0.242,0.106,0.061,0.197,0.31,13,4.68,21.28,3300,2670,b
998,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.472,0.077,0.217,0.131,0.486,0.185,0.189,0.042,0.003,0.93,0.008,0,0.067540323,0.290322581,0.351814516,0.290322581,10,6,0.264,0.178,0.094,0.051,0.166,0.235,10,,16.57,1369,640,b
1001,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.447,0.073,0.229,0.074,0.525,0.25,0.147,0.013,0.479,0.481,0,0.009,0.146733668,0.300502513,0.316582915,0.236180905,13,11,0.365,0.268,0.14,0.125,0.148,0.35,12,12.2,21.13,2189,1449,a
1003,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.492,0.059,0.16,0.039,0.497,0.186,0.161,0.022,0.013,0.924,0.017,0.004,0.056112224,0.328657315,0.322645291,0.29258517,9,10,0.294,0.207,0.105,0.068,0.191,0.154,10,,8.4,1250,870,a
1005,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.349,0.087,0.221,0.06,0.491,0.192,0.256,0.014,0,0.952,0.007,0,0.166332665,0.402805611,0.338677355,0.092184369,11,14,0.337,0.222,0.147,0.046,,0.213,11,,24.33,4180,2859,a
1008,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.446,0.054,0.132,0.034,0.448,0.196,0.15,0.032,0.056,0.89,0.005,0.005,0.125376128,0.414242728,0.306920762,0.153460381,9,8,0.282,0.182,0.093,0.057,0.191,0.254,13,,12.53,3190,2320,a
1009,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.551,0.048,0.16,0.041,0.507,0.206,0.228,0.033,0.015,0.937,0.009,0,0.107601185,0.432379072,0.307008885,0.153010859,10,12,0.303,,0.126,0.098,,0.253,12,,27.71,3719,3750,a
1010,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.397,0.077,0.221,0.044,0.503,0.209,0.188,0.011,0.084,0.875,0.007,0.008,0.173134328,0.393034826,0.246766169,0.187064677,11,13,0.351,0.228,0.138,0.098,0.064,0.359,13,5.6,17.8,1789,1190,a
1011,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.461,0.068,0.226,0.079,0.505,0.182,0.2,0.04,0.061,0.871,0.008,0.007,0.105835806,0.278931751,0.362017804,0.253214639,9,11,0.283,0.216,0.122,0.075,0.209,0.292,12,3.55,19.11,1450,1370,b
1012,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.519,0.058,0.225,0.076,0.521,0.195,0.146,0.056,0.146,0.762,0.01,0.012,0.08546169,0.220039293,0.326129666,0.368369352,11,8,0.257,0.178,0.103,0.089,0.179,0.212,12,4.34,10.26,1439,1129,b
1015,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.474,0.069,0.268,0.109,0.514,0.184,0.22,0.115,0.101,0.742,0.006,0.015,0.115,0.333,0.333,0.219,9,13,0.255,0.23,0.119,0.078,0.165,0.252,11,4.91,21.13,2370,1500,b
1016,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.475,0.056,0.159,0.066,0.502,0.211,0.177,0.122,0.009,0.799,0.022,0.03,0.077777778,0.221212121,0.377777778,0.323232323,9,8,0.205,0.137,0.079,0.069,0.21,0.147,9,3,10.06,1259,1440,a
1019,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.539,0.045,0.166,0.079,0.507,0.224,0.225,0.032,0,0.947,0.015,0.003,0.090457256,0.396620278,0.339960239,0.172962227,10,15,0.319,0.169,0.106,0.063,0.224,0.372,11,,26.29,3390,3400,b
1020,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.381,0.066,0.382,0.174,0.506,0.297,0.124,0.414,0.092,0.475,0.026,0.02,0.273833671,0.298174442,0.279918864,0.148073022,16,8,0.295,,0.097,0.079,,0.243,10,5.2,23.63,2959,1810,a
1023,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.493,0.04,0.375,0.245,0.505,0.223,0.252,0.117,0.01,0.866,0.009,0,0.13877551,0.318367347,0.326530612,0.216326531,7,10,0.29,,0.116,,,0.288,10,,,,1600,a
1024,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.323,0.09,0.335,0.1,0.488,0.256,0.132,0.373,0.008,0.21,0.428,0,0.186758893,0.358695652,0.33201581,0.122529644,15,10,0.317,0.192,0.118,0.094,0.12,0.263,10,7.94,30.49,2480,1620,b
1025,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.378,0.07,0.387,0.133,0.463,0.266,0.145,0.422,0.063,0.469,0.015,0.009,0.312687313,0.413586414,0.167832168,0.105894106,15,8,0.369,0.216,0.144,0.079,,0.303,11,5.5,30.06,3430,4579,a
1026,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.448,0.062,0.133,0.042,0.49,0.173,0.222,0.009,0.004,0.963,0.005,0.008,0.156092649,0.442094663,0.247734139,0.15407855,9,8,0.265,0.265,0.1,0.09,0.207,0.249,11,,,3099,3110,a
1029,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.459,0.061,0.24,0.089,0.522,0.175,0.088,0.105,0.262,0.563,0.012,0.046,0.151,0.221,0.234,0.394,11,6,0.267,0.124,0.099,0.095,0.124,0.242,13,5.4,10.09,1829,1520,a
1030,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.444,0.048,0.235,0.098,0.492,0.276,0.139,0.044,0.005,0.934,0.009,0,0.06116208,0.314984709,0.408766565,0.215086646,13,6,0.23,0.14,0.078,0.096,0.143,0.209,11,,25.27,1800,1500,b
1031,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.425,0.04,0.312,0.121,0.498,0.241,0.132,0.487,0.065,0.427,0.022,0.01,0.215568862,0.363273453,0.264471058,0.156686627,13,8,0.313,,0.099,0.09,,0.247,9,,20.95,3259,3519,a
1034,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.452,0.064,0.157,0.033,0.517,0.158,0.158,0.025,0.051,0.881,0.003,0.022,0.069458631,0.291113381,0.293156282,0.346271706,9,10,0.282,,0.092,0.073,,0.226,11,,9.93,2699,1539,a
1037,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.373,0.057,0.309,0.162,0.5,0.242,0.223,0.017,0.009,0.95,0.007,0.004,0.223541048,0.370919881,0.225519288,0.180019782,11,12,0.244,0.259,0.083,,0.223,0.305,11,,,,,b
1039,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.446,0.115,0.308,0.085,0.504,0.318,0.095,0.625,0.012,0.311,0.025,0.031,0.317171717,0.258585859,0.288888889,0.135353535,17,7,0.288,0.149,0.069,0.066,0.189,0.199,10,8.7,16.87,2140,2349,a
1040,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.461,0.079,0.25,0.066,0.522,0.225,0.196,0.017,0.27,0.691,0.001,0.005,0.264914055,0.453993933,0.1809909,0.100101112,11,14,0.361,0.223,0.128,0.125,,0.305,12,,24.23,2399,2400,b
1041,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.545,0.041,0.062,0.039,0.506,0.252,0.115,0.04,0.042,0.855,0.005,0.047,0.047571853,0.219028741,0.319127849,0.414271556,12,6,0.232,0.158,0.066,0.055,0.207,0.171,12,0.25,5.63,1480,890,b
1043,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.469,0.059,0.235,0.091,0.523,0.241,0.142,0.065,0.203,0.689,0.008,0.022,0.168844221,0.293467337,0.309547739,0.228140704,12,10,0.285,0.205,0.123,0.1,0.116,0.28,13,7.35,18.3,2389,1529,b
1044,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.488,0.049,0.18,0.057,0.496,0.224,0.164,0.051,0.031,0.911,0.007,0.002,0.097318769,0.455809335,0.300893744,0.145978153,10,10,0.324,0.191,0.113,0.081,0.193,0.275,13,,17.08,2790,2659,a
1045,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.523,0.048,0.303,0.123,0.505,0.215,0.149,0.272,0.263,0.405,0.003,0.035,0.119119119,0.275275275,0.304304304,0.301301301,12,8,0.245,0.141,0.095,0.092,0.146,0.232,11,5.3,12.28,1480,1339,a
1047,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.465,0.048,0.241,0.082,0.514,0.285,0.126,0.155,0.02,0.768,0.026,0.027,0.126646403,0.31408308,0.250253293,0.309017224,14,7,0.273,0.178,0.09,0.071,0.147,0.261,11,2.19,15.84,2340,1819,b
1050,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.26,0.17,0.286,0.082,0.523,0.255,0.157,0.013,0.725,0.259,0.001,0,0.224016145,0.404641776,0.241170535,0.130171544,13,16,0.413,0.181,0.182,0.133,0.066,0.334,13,,46.07,5770,2870,b
1054,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.436,0.074,0.226,0.08,0.525,0.255,0.136,0.015,0.473,0.501,0,0.016,0.141434263,0.303784861,0.30876494,0.246015936,13,11,0.398,0.259,0.122,0.114,0.147,0.338,12,9.81,19.74,2429,1509,b
1055,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.463,0.063,0.172,0.061,0.493,0.212,0.179,0.025,0.024,0.955,0.008,0.005,0.13030303,0.464646465,0.25959596,0.145454545,10,12,0.331,0.219,0.113,0.078,0.148,0.322,14,3.7,14,4409,1739,a
1056,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.414,0.062,0.313,0.138,0.503,0.238,0.197,0.157,0.017,0.669,0.102,0,0.20040282,0.35448137,0.316213494,0.128902316,11,11,0.339,0.197,0.126,0.073,,0.404,10,,25.62,7989,2649,a
1058,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.466,0.052,0.163,0.074,0.475,0.229,0.134,0.007,0.037,0.937,0.007,0.002,0.128282828,0.437373737,0.261616162,0.172727273,11,9,0.338,0.204,0.123,0.072,0.149,0.32,13,,15.24,3119,2340,a
1059,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.538,0.029,0.074,0.052,0.509,0.238,0.127,0.04,0.04,0.846,0.005,0.052,0.04,0.219,0.33,0.411,11,6,0.247,0.155,0.072,0.06,0.215,0.181,12,0.1,4.89,1450,879,a
1061,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.518,0.029,0.194,0.107,0.492,0.254,0.16,0.237,0.043,0.666,0.009,0.059,0.211634905,0.344032096,0.309929789,0.13440321,16,9,0.274,0.09,0.084,0.062,0.1,0.273,13,,23.21,1979,1180,b
1063,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.437,0.049,0.313,0.166,0.496,0.234,0.181,0.189,0.119,0.678,0.01,0.005,0.21686747,0.366465863,0.274096386,0.142570281,11,12,0.326,,0.123,0.089,,0.315,9,,36.01,8719,3450,b
1068,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.528,0.072,0.215,0.074,0.511,0.248,0.126,0.084,0.237,0.633,0.011,0.018,0.110891089,0.294059406,0.306930693,0.288118812,14,9,0.316,0.216,0.094,0.096,0.154,0.252,9,15.71,11.92,1370,1329,b
1070,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.578,0.021,0.117,0.039,0.5,0.227,0.218,0.022,0.003,0.963,0.005,0.009,0.055499495,0.382441978,0.369323915,0.192734612,12,12,0.321,0.149,0.117,0.058,0.161,0.291,12,,17.26,1909,2550,a
1071,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.357,0.075,0.219,0.081,0.414,0.162,0.153,0.021,0.578,0.392,0,0,0.297,0.398,0.209,0.096,8,10,0.372,,0.125,0.122,,0.284,12,,25.94,7290,4020,b
1072,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.473,0.041,0.315,0.098,0.483,0.332,0.085,0.579,0.032,0.359,0.009,0.019,0.352030948,0.247582205,0.279497099,0.120889749,19,7,0.336,0.11,0.081,0.054,0.101,0.296,12,,28.8,3999,1939,b
1076,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.351,0.089,0.261,0.077,0.483,0.222,0.148,0.021,0.645,0.331,0.007,0.005,0.240039841,0.39940239,0.244023904,0.116533865,10,11,0.397,0.167,0.151,0.144,0.124,0.318,12,14.18,38.31,10309,9479,b
1077,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.505,0.067,0.284,0.142,0.474,0.23,0.113,0.049,0.005,0.643,0.133,0.081,0.08234127,0.319444444,0.356150794,0.242063492,13,5,0.278,0.236,0.073,0.043,0.209,0.2,,,,1710,1050,a
1078,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.451,0.063,0.138,0.05,0.495,0.235,0.17,0.125,0.024,0.839,0.002,0.01,0.158634538,0.365461847,0.312248996,0.163654618,13,11,0.273,0.309,0.095,0.073,0.177,0.233,11,,8.44,1599,1609,a
1079,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.336,0.029,0.295,0.117,0.357,0.185,0.125,0.491,0.064,0.449,0.01,0.007,0.400404449,0.28008089,0.225480283,0.094034378,10,6,0.318,,0.09,0.097,,0.268,9,,,6309,6410,a
1082,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.507,0.033,0.222,0.141,0.439,0.196,0.153,0.157,0.049,0.781,0.015,0.011,0.128282828,0.311111111,0.404040404,0.156565657,11,11,0.239,0.254,0.057,0.076,0.17,0.208,14,,18.08,2660,1729,b
1083,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.42,0.125,0.184,0.059,0.502,0.168,0.282,0.01,0,0.967,0.002,0.015,0.121031746,0.406746032,0.301587302,0.170634921,7,15,0.337,0.16,0.131,0.072,,0.239,11,,13.43,4449,4379,b
1085,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.49,0.058,0.219,0.075,0.505,0.301,0.103,0.111,0.117,0.741,0.007,0.026,0.112871287,0.24950495,0.301980198,0.335643564,11,6,0.271,0.167,0.086,0.081,0.139,0.218,12,3.83,14.73,4210,1749,b
1087,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.462,0.072,0.172,0.052,0.502,0.215,0.166,0.015,0.273,0.683,0.002,0.005,0.121852971,0.367573011,0.283987915,0.226586103,11,10,0.368,0.211,0.15,0.088,,0.355,13,7.08,20.46,3899,2749,b
1089,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.522,0.048,0.198,0.077,0.508,0.246,0.158,0.039,0.012,0.922,0.013,0.012,0.155778894,0.371859296,0.312562814,0.159798995,13,9,0.304,0.255,0.107,0.053,,0.329,11,,20.14,5489,8179,a
1092,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.487,0.045,0.3,0.121,0.502,0.274,0.124,0.268,0.077,0.631,0.023,0.025,0.221449851,0.283018868,0.271102284,0.224428997,14,8,0.257,0.153,0.113,0.084,0.165,0.227,14,3.4,12.68,2179,1620,a
1093,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.47,0.075,0.226,0.064,0.512,0.231,0.166,0.032,0.21,0.739,0.004,0.01,0.182524272,0.339805825,0.313592233,0.16407767,11,12,0.297,0.241,0.134,0.106,0.102,0.309,13,8.64,20.21,2760,1940,b
1095,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.483,0.038,0.206,0.111,0.516,0.219,0.246,0.012,0,0.971,0,0.009,0.12142152,0.406712734,0.304047384,0.167818361,10,13,0.322,0.167,0.117,,0.166,0.313,12,,,3060,3110,b
1098,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.492,0.058,0.141,0.068,0.47,0.228,0.161,0.029,0.021,0.877,0.06,0,0.132280355,0.418558736,0.306021718,0.143139191,12,11,0.312,0.198,0.096,0.058,0.309,0.2,12,,18.87,2720,889,b
1099,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.332,0.11,0.256,0.073,0.47,0.21,0.146,0.006,0.706,0.288,0.008,0.004,0.302419355,0.357862903,0.196572581,0.143145161,12,13,0.407,0.226,0.177,0.15,0.133,0.37,10,15,39.29,3119,3139,a
1101,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.468,0.045,0.378,0.139,0.492,0.284,0.113,0.36,0.101,0.489,0.007,0.036,0.24750499,0.274451098,0.330339321,0.147704591,17,10,0.338,0.22,0.096,0.1,0.149,0.311,10,7.25,21.27,2260,1239,b
1105,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.475,0.063,0.244,0.097,0.496,0.209,0.222,0.007,0.015,0.937,0.012,0,0.141424273,0.417251755,0.286860582,0.15446339,9,14,0.358,,0.139,0.069,,0.304,9,,37.16,7569,1889,a
1106,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.465,0.076,0.273,0.064,0.517,0.245,0.147,0.017,0.401,0.577,0.007,0,0.226262626,0.446464646,0.205050505,0.122222222,13,12,0.34,0.247,0.13,0.154,0.229,0.336,10,,33.03,4569,4440,b
1107,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.386,0.091,0.209,0.05,0.5,0.207,0.212,0.011,0,0.953,0.005,0.002,0.156565657,0.388888889,0.334343434,0.12020202,10,12,0.296,0.263,0.121,0.079,0.155,0.29,12,,19.52,3889,2380,b
1109,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.517,0.043,0.21,0.078,0.502,0.274,0.13,0.256,0.022,0.701,0.015,0.013,0.171171171,0.324324324,0.319319319,0.185185185,16,9,0.311,0.17,0.085,0.075,0.18,0.262,12,1.8,10.63,1289,1630,a
1112,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.49,0.048,0.192,0.061,0.509,0.237,0.171,0.021,0.006,0.961,0.003,0,0.140578265,0.469591226,0.245264207,0.144566301,12,11,0.321,0.218,0.091,0.076,0.122,0.299,14,,10.74,3020,2009,b
1114,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.447,0.059,0.225,0.099,0.493,0.216,0.137,0.042,0.059,0.839,0.004,0.011,0.101405622,0.28313253,0.34939759,0.266064257,11,8,0.286,0.239,0.105,0.085,0.166,0.249,13,1.56,15.62,4330,1539,b
1115,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.485,0.039,0.123,0.065,0.469,0.227,0.109,0.046,0.041,0.853,0.02,0.017,0.069556452,0.290322581,0.381048387,0.259072581,19,6,0.309,0.184,0.065,0.067,0.231,0.263,10,2.3,13.15,1439,1500,a
1116,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.338,0.071,0.23,0.075,0.408,0.151,0.149,0.021,0.577,0.383,0.001,0,0.300706357,0.401614531,0.205852674,0.091826438,9,11,0.335,,0.137,0.127,,0.265,12,,29.44,5900,2989,a
1118,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.496,0.058,0.174,0.044,0.507,0.239,0.122,0.028,0.053,0.887,0.003,0.016,0.115736041,0.295431472,0.306598985,0.282233503,14,9,0.291,0.275,0.102,0.097,0.192,0.247,13,2.4,9.44,2090,1279,a
1123,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.52,0.052,0.215,0.074,0.52,0.199,0.124,0.024,0.038,0.907,0.008,0.015,0.137524558,0.297642436,0.277013752,0.287819253,11,8,0.295,0.224,0.104,0.092,0.074,0.305,13,2.2,16.69,2659,1679,b
1124,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.484,0.061,0.166,0.065,0.519,0.24,0.139,0.251,0.092,0.481,0.017,0.152,0.115384615,0.189349112,0.306706114,0.388560158,11,7,0.226,0.119,0.071,0.071,0.185,0.164,8,8.01,8.09,1299,1120,b
1125,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.568,0.04,0.125,0.08,0.512,0.227,0.202,0.052,0.004,0.9,0.004,0.004,0.105105105,0.361361361,0.378378378,0.155155155,14,12,0.308,0.25,0.09,0.066,0.304,0.31,13,,14.91,2469,1530,b
